CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
383,54,F,3,Graduate,Single,$40K - $60K,Silver,33,4,4,5,20182.524188411055,2378,17804.524188411055,0.719295548186106,6948,79,0.0,0.7775761895878981
384,42,F,3,High School,Divorced,$120K +,Blue,44,3,5,0,18765.502203083423,1672,17093.502203083423,0.0,1993,60,0.0,0.32617782385481375
385,56,M,2,College,Single,$40K - $60K,Blue,43,3,4,2,12843.094803109656,2151,10692.094803109656,0.5433807342666461,2241,35,2.7989341334660836,0.0
386,26,F,4,High School,Married,Unknown,Blue,40,4,6,4,5273.132533802962,894,4379.132533802962,0.0,2064,48,1.5105469348327207,0.04845030640743418
387,46,M,5,Graduate,Single,Unknown,Blue,34,3,4,3,23333.406747091085,72,23261.406747091085,0.7891123059300728,5530,86,0.6329796693990749,0.048856856721650146
388,55,M,2,High School,Married,$120K +,Blue,25,6,2,2,1438.3,2233,3.0,0.0,5994,85,1.2004485196301276,0.0757141553232972
389,40,F,5,Graduate,Married,Less than $40K,Blue,17,2,6,0,1438.3,1338,100.29999999999995,0.762467528364413,2765,46,1.5648136334070855,0.6865795696853163
390,44,F,2,Graduate,Single,Less than $40K,Blue,43,5,5,2,6877.255343738457,741,6136.255343738457,1.3923115519166083,2716,38,0.5656092541050369,0.23003612821863595
391,39,F,1,Unknown,Married,Less than $40K,Blue,28,1,0,3,23914.76488956636,418,23496.76488956636,0.11033051941682515,5022,86,0.36543604462663004,0.0
392,43,F,4,Uneducated,Married,$80K - $120K,Blue,42,2,3,6,1438.3,0,1438.3,1.0352545773964752,3300,46,0.0,0.0
393,56,F,0,Graduate,Single,$120K +,Blue,25,3,3,3,15630.817509373928,844,14786.817509373928,0.0,3077,37,0.0,0.30670156215190986
394,50,M,5,Post-Graduate,Single,$80K - $120K,Blue,54,2,6,2,23094.48257507432,0,23094.48257507432,0.7756629960124439,2362,69,1.52386911814864,0.0
395,35,M,2,Uneducated,Single,$60K - $80K,Blue,39,5,4,2,16636.93609401433,0,16636.93609401433,2.2104903225573427,5511,90,0.0,0.0
396,42,M,2,Unknown,Married,Less than $40K,Blue,32,5,2,1,1646.0142891741689,1237,409.0142891741689,0.0,8066,114,1.5310849986114334,0.09566930733338089
397,34,F,1,Unknown,Single,Less than $40K,Blue,24,3,0,1,11211.632156240235,876,10335.632156240235,2.8062741419513513,3517,48,0.3141129552589973,0.0
398,52,F,1,Graduate,Married,$120K +,Blue,50,1,5,6,1438.3,0,1438.3,0.20605259909928952,4092,55,0.0,0.0
399,33,M,2,Graduate,Married,Unknown,Blue,44,6,6,2,26392.079996437296,618,25774.079996437296,0.0,3574,70,0.0,0.0
400,38,M,4,Unknown,Single,$40K - $60K,Blue,39,4,4,4,4824.949805369617,32,4792.949805369617,0.0,5219,74,0.0,0.0
401,37,M,3,High School,Single,Less than $40K,Blue,31,3,3,5,13503.44140254823,97,13406.44140254823,0.9421227339935111,3119,51,2.26405329478024,0.2508466202741424
402,50,F,1,Graduate,Married,Less than $40K,Blue,33,5,1,5,9779.757944584557,648,9131.757944584557,0.5471500515608669,897,10,0.38313989540016513,0.3371918074743059
403,39,F,5,High School,Unknown,Less than $40K,Blue,47,4,3,1,18884.109772962765,0,18884.109772962765,0.6570705029935295,2666,35,2.7614752524173163,0.33826349095337926
404,42,F,5,College,Single,Unknown,Blue,26,3,2,5,7980.333237255069,0,7980.333237255069,1.458037834336797,3905,62,0.0,0.9084865632407204
405,44,M,2,Graduate,Married,Unknown,Blue,21,2,0,2,13003.93766943792,1946,11057.93766943792,0.0,2071,19,1.5116704825672613,0.15478536213678704
406,37,F,3,College,Divorced,Less than $40K,Blue,26,4,4,2,1438.3,1421,17.299999999999955,0.10594954103098242,5327,63,0.5243307839857536,0.22686938883087113
407,54,F,4,Graduate,Single,$40K - $60K,Silver,23,2,2,2,12982.119201153335,0,12982.119201153335,0.0,1096,17,0.6442251986850737,0.5283615324606257
408,46,M,2,Graduate,Single,$120K +,Blue,31,4,1,4,10170.38983821289,254,9916.38983821289,0.015863593678991816,6425,98,0.0,0.0
409,50,M,2,Uneducated,Married,Unknown,Blue,49,6,6,0,1438.3,2189,3.0,0.0,3836,72,0.850499317751324,0.062010790814838804
410,48,M,1,Uneducated,Married,$40K - $60K,Blue,40,4,2,2,9995.35457301218,432,9563.35457301218,0.24269936051099072,9359,114,0.0,0.0
411,41,F,4,High School,Married,Less than $40K,Blue,27,2,3,3,14409.195405922032,2064,12345.195405922032,1.2206596401339023,6466,94,0.0,0.46084459550136414
412,52,F,0,Unknown,Single,$40K - $60K,Gold,30,3,2,3,2866.114596778021,547,2319.114596778021,0.6892648953656184,3443,55,0.0,0.07283599688833968
413,51,M,3,High School,Married,Less than $40K,Blue,41,2,6,2,7696.562555893643,1842,5854.562555893643,0.22376385874561033,931,32,1.2173286101057683,0.13481941462863256
414,44,F,3,Graduate,Single,$80K - $120K,Blue,28,3,2,1,5950.766273361133,994,4956.766273361133,1.4833249492690161,5521,72,0.0,0.2756101395870964
415,49,F,1,High School,Single,Unknown,Blue,35,5,3,6,7583.047912909122,0,7583.047912909122,0.0,3222,67,0.5608239591572638,0.15834579565558254
416,52,F,2,College,Married,$80K - $120K,Blue,34,3,4,5,2940.7258596410566,319,2621.7258596410566,0.0,3411,77,0.20313990129599524,0.0
417,49,M,0,High School,Single,$40K - $60K,Blue,37,5,0,4,13789.666578625121,66,13723.666578625121,0.6404159835880691,6797,82,0.0,0.6846448702826203
418,57,M,4,Graduate,Married,Less than $40K,Gold,30,5,4,4,9777.978410816157,0,9777.978410816157,0.0,2034,34,0.3614751249414064,0.0
419,54,F,0,Unknown,Single,Less than $40K,Blue,40,4,1,2,4350.266414943311,954,3396.2664149433112,0.0,2648,53,0.6848123825931266,0.15896671233145943
420,42,F,1,Uneducated,Married,$120K +,Blue,34,4,1,3,1438.3,1742,3.0,1.3843024132408066,3787,86,0.06847968702808205,0.35511021279036015
421,33,M,1,Uneducated,Married,$80K - $120K,Blue,49,5,2,1,8363.025853960064,0,8363.025853960064,0.625038191159418,4060,54,0.0,0.623951366186972
422,43,M,0,Doctorate,Married,Less than $40K,Blue,43,5,4,2,3169.6712908142335,622,2547.6712908142335,0.0,6190,88,0.0,0.0
423,35,F,2,Uneducated,Married,Less than $40K,Blue,37,4,4,0,1438.3,1747,3.0,0.6275626390024244,3345,68,2.194102517842003,0.3594910463578541
424,44,M,0,College,Single,Less than $40K,Blue,33,4,3,4,14617.766700954558,663,13954.766700954558,1.45357584381319,3182,57,0.0,0.17741378797135007
425,40,F,0,Uneducated,Married,Less than $40K,Silver,45,3,6,6,1438.3,868,570.3,0.0,3751,74,1.0097002450811485,0.0
426,44,M,4,Graduate,Married,Less than $40K,Blue,25,4,2,2,8822.196422448042,2052,6770.196422448042,1.3067667923536312,2895,40,0.3233839818138381,0.0
427,49,M,3,High School,Married,Less than $40K,Silver,38,4,0,1,1438.3,423,1015.3,2.1483581970339363,826,11,0.498006446897342,0.3034307010980444
428,34,F,3,Graduate,Single,Less than $40K,Blue,47,5,2,0,2870.3655469051646,2342,528.3655469051646,0.1444958215992881,6096,88,0.6878090922292324,0.0
429,51,F,4,High School,Married,Less than $40K,Blue,43,2,1,2,1438.3,1486,3.0,0.0,3687,53,1.0690560915623175,0.6669014595466575
430,43,M,4,Graduate,Single,Less than $40K,Blue,35,3,4,5,1438.3,680,758.3,0.0,5215,66,0.0,0.0
431,47,F,0,Uneducated,Unknown,$60K - $80K,Blue,37,4,1,2,6579.141837394172,0,6579.141837394172,0.08557399814088829,3772,60,0.0,0.0
432,60,M,2,College,Single,$40K - $60K,Gold,45,5,0,3,1438.3,1192,246.29999999999995,0.3631088391466395,3624,45,2.0673390285855984,0.0
433,39,M,0,Unknown,Unknown,Less than $40K,Blue,38,4,6,3,26642.385081733373,829,25813.385081733373,0.0,6726,90,0.0,0.0
434,43,M,0,Graduate,Married,$80K - $120K,Blue,31,4,0,4,1631.0765563370505,245,1386.0765563370505,2.2422043990597715,4350,65,0.0,0.3031808025083388
435,49,M,0,Uneducated,Married,$40K - $60K,Blue,17,4,2,3,5277.532603077596,0,5277.532603077596,1.378242235696486,3724,57,0.20732345882593145,0.3373494661534441
436,50,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,0,1846.7673124068106,0,1846.7673124068106,0.0,9820,125,0.25307804058262107,0.0
437,43,M,5,Graduate,Married,Unknown,Blue,41,4,4,0,11086.014806347963,0,11086.014806347963,0.5362304784731726,3259,46,0.47793072159800126,0.0
438,57,F,1,High School,Married,$40K - $60K,Blue,31,6,2,5,1438.3,0,1438.3,0.0,3287,54,1.6730711919362617,0.0
439,33,F,2,Graduate,Single,Less than $40K,Blue,27,4,5,0,10522.282951721218,0,10522.282951721218,0.5227413159892434,8286,98,0.0,0.03041700655862617
440,31,M,1,Graduate,Single,Less than $40K,Blue,29,3,4,3,1438.3,591,847.3,0.0,4941,99,0.32594355482003323,0.7125155938344315
441,44,F,5,Doctorate,Unknown,$40K - $60K,Blue,24,4,1,4,1438.3,0,1438.3,0.0,6053,104,1.3981845816562775,0.2681103220581722
442,42,F,2,Unknown,Married,$80K - $120K,Blue,33,6,2,0,9789.767627537893,530,9259.767627537893,1.2536488121706655,3152,48,0.15938907214886766,0.7866073696655612
443,65,F,3,Unknown,Divorced,$120K +,Blue,22,3,3,5,4686.828438351935,0,4686.828438351935,2.3098005685452607,6598,81,1.8996999183019567,0.0
444,41,F,2,High School,Single,Less than $40K,Blue,36,5,1,5,18667.23201038917,0,18667.23201038917,0.0,6668,93,0.0,0.5873926798923464
445,38,M,1,Uneducated,Married,$40K - $60K,Blue,38,4,3,2,7126.155165770386,0,7126.155165770386,1.3134054996651146,510,10,1.1766280404661085,0.1888973362997432
446,51,M,1,High School,Married,$80K - $120K,Blue,49,6,3,2,1438.3,86,1352.3,0.9789971090634277,4767,45,0.0,0.0
447,29,F,1,Graduate,Married,Unknown,Blue,36,3,2,6,16383.41272728037,749,15634.41272728037,0.048269539833994735,4947,65,0.0,0.6617175015484686
448,48,F,4,High School,Married,$60K - $80K,Blue,36,4,2,4,14815.441265762984,724,14091.441265762984,0.0,7774,95,1.1597929572421568,0.3244846452064322
449,36,M,3,High School,Single,$120K +,Blue,46,1,0,2,1438.3,247,1191.3,0.0,6332,97,0.47013119708759255,0.0
450,37,F,2,Unknown,Married,$40K - $60K,Blue,39,4,3,5,6428.977597528003,695,5733.977597528003,0.3266716448614987,6512,85,0.5501237904767714,0.0
451,45,M,0,Graduate,Single,$40K - $60K,Blue,33,4,2,4,19412.32502919931,0,19412.32502919931,2.2167108577137418,4567,65,0.0,0.025230135823700282
452,48,F,1,Graduate,Single,$120K +,Blue,42,3,4,2,5228.2372895991975,710,4518.2372895991975,1.1411130714689277,3400,38,0.6672496890191489,0.03559207845798806
453,37,F,4,Uneducated,Single,Less than $40K,Blue,44,5,5,5,6427.281424076813,456,5971.281424076813,0.35766293254140835,1774,33,1.9184086819466897,0.5783753246304415
454,34,M,1,Post-Graduate,Married,$80K - $120K,Blue,44,5,0,1,12167.936396575264,0,12167.936396575264,0.46761542926375554,1096,17,0.0,0.3694744824774342
455,48,M,1,Unknown,Single,Less than $40K,Blue,32,3,6,2,3976.894818862689,0,3976.894818862689,2.673002925312611,1735,37,0.0,0.17659945252351744
456,39,F,1,Doctorate,Married,$80K - $120K,Blue,37,2,4,3,9785.17813109955,0,9785.17813109955,0.6930800671496059,8397,88,1.1051348486916641,0.05666646999343267
457,44,F,2,Uneducated,Divorced,$60K - $80K,Blue,24,2,0,2,1438.3,159,1279.3,0.7408333516892338,4386,65,0.4020282501602054,0.02918017752690988
458,33,F,2,Graduate,Married,$120K +,Blue,26,5,3,6,12423.085679252155,0,12423.085679252155,1.3398819026633673,3003,39,0.8011494777113679,0.0
459,33,F,5,Graduate,Single,Less than $40K,Blue,30,3,1,0,4355.996176524003,0,4355.996176524003,0.5482967705567965,3048,40,1.9677884120819842,0.10291122005944933
460,35,F,3,Unknown,Single,Less than $40K,Silver,32,6,2,4,7588.6138288580605,0,7588.6138288580605,1.3787387912517866,2166,42,2.1287007154632858,0.0
461,56,M,1,High School,Unknown,Unknown,Blue,28,1,4,2,13243.001577936893,0,13243.001577936893,0.0,4653,65,1.7476048816374092,0.1728020264282985
462,47,F,4,Uneducated,Single,$120K +,Blue,21,5,3,0,4478.388255628901,1181,3297.388255628901,1.8318050552767293,9756,120,0.3535243875639283,0.142709266888516
463,46,M,5,College,Married,$40K - $60K,Blue,34,5,2,0,1438.3,2442,3.0,0.6420013912767475,7083,98,0.9298042596081166,0.2667133475505544
464,47,F,3,College,Married,$40K - $60K,Blue,30,6,2,0,1438.3,710,728.3,0.0,3415,79,0.2845568516071529,0.09373853005051515
465,53,F,3,Unknown,Married,Unknown,Blue,33,3,3,2,1438.3,414,1024.3,0.0,4059,78,0.0,0.00030432214865086515
466,42,M,2,High School,Married,$40K - $60K,Blue,56,5,0,2,7195.870644517851,908,6287.870644517851,0.5700125003896984,4408,81,0.0,0.5526442592762364
467,48,F,3,College,Married,Less than $40K,Blue,36,3,5,4,1933.450895174251,0,1933.450895174251,0.6878138609319827,3934,64,1.0087730375969919,0.3993687684730145
468,45,F,2,Unknown,Married,Less than $40K,Blue,40,5,1,5,4405.911391895819,1957,2448.911391895819,1.3256138847343233,2665,44,0.0,0.5877323180713223
469,53,F,4,Doctorate,Married,Less than $40K,Blue,34,3,4,1,21751.329591474467,1174,20577.329591474467,0.3694018729396384,2936,34,0.9946080175904042,0.0
470,43,F,0,Unknown,Single,Less than $40K,Blue,22,2,0,5,12926.31012081101,745,12181.31012081101,1.3986719283707096,7628,80,0.0,0.46547100493433524
471,39,F,0,College,Married,Unknown,Blue,30,6,2,4,13834.007746345855,325,13509.007746345855,0.0,4923,82,1.7416379092763834,0.28671042748415354
472,42,M,3,Unknown,Married,$120K +,Blue,41,5,4,2,13737.605997695906,1602,12135.605997695906,1.5254646293278764,1742,27,0.034339041086761446,0.002487767775078281
473,47,F,2,Graduate,Married,Less than $40K,Blue,39,3,2,0,11474.203337182942,1084,10390.203337182942,0.0,5344,58,0.0,0.7171661441977998
474,49,M,0,High School,Married,Less than $40K,Blue,44,6,2,1,14907.690974250105,0,14907.690974250105,1.0387706428204302,620,10,0.0,0.01338806948070545
475,38,F,2,Doctorate,Married,Less than $40K,Blue,20,3,3,1,10315.671521058315,644,9671.671521058315,0.5176268400571781,2211,39,0.9796738213201612,0.17723015022602237
476,40,M,0,High School,Divorced,Unknown,Blue,22,2,2,4,1438.3,958,480.29999999999995,0.4003850044989565,3445,65,0.21735324115137855,0.0
477,30,M,1,Graduate,Married,Less than $40K,Blue,33,4,3,2,26500.106088320135,351,26149.106088320135,0.0,7294,109,0.0,0.3576234926334141
478,33,F,1,College,Single,$80K - $120K,Blue,33,4,2,2,10447.560113710193,534,9913.560113710193,0.4011982529291266,5088,60,3.5487206351631944,0.0
479,42,M,2,College,Married,Less than $40K,Silver,25,3,0,1,32493.31352022044,2186,30307.31352022044,1.5498004660096136,5278,69,1.5091397093715058,0.22785472128313627
480,47,F,0,Graduate,Single,$80K - $120K,Blue,39,4,1,1,1438.3,590,848.3,1.1382544662171774,614,10,1.882883237953001,0.2494982837301788
481,47,F,1,Post-Graduate,Single,$120K +,Blue,51,3,3,6,1438.3,751,687.3,1.9983115710347972,7400,92,0.0,0.260707444806241
482,45,M,2,Uneducated,Single,$40K - $60K,Blue,26,2,5,4,14965.253079451297,117,14848.253079451297,1.007331381119266,7341,74,0.0,0.4132276384059962
483,53,M,3,Graduate,Married,Less than $40K,Blue,32,3,4,1,10266.217105010552,24,10242.217105010552,0.0,1937,26,0.0,0.047069081662399155
484,34,M,0,Unknown,Divorced,$80K - $120K,Blue,32,1,0,5,13698.889403606114,2517,11181.889403606114,0.0795447286999551,6480,125,0.0,0.18783096869338425
485,57,F,5,Graduate,Married,$80K - $120K,Blue,43,2,4,1,16205.041847761951,2517,13688.041847761951,1.8474346827275725,6174,78,0.0,0.13635638280119272
486,49,F,0,Graduate,Married,Less than $40K,Blue,36,2,0,4,4937.641721201977,922,4015.641721201977,0.7279915466476794,626,10,2.875337304714539,0.0
487,36,F,5,Uneducated,Married,$80K - $120K,Blue,36,5,5,1,1438.3,0,1438.3,0.9278070410677413,3011,41,1.5625263354967056,0.0
488,64,F,3,Doctorate,Married,$60K - $80K,Blue,40,3,1,1,2175.0935511606212,839,1336.0935511606212,1.414915664797818,3484,48,0.2210173711303119,0.0
489,40,M,0,High School,Single,Less than $40K,Blue,32,3,3,2,15697.035267723135,1734,13963.035267723135,0.0,2028,25,0.0,0.08275559269496056
490,49,M,4,College,Single,Less than $40K,Blue,47,3,1,6,1438.3,474,964.3,1.3690037254864025,7789,94,0.05191312420573213,0.0
491,45,F,3,Uneducated,Single,$80K - $120K,Blue,20,4,6,6,17604.91134915912,624,16980.91134915912,1.5004833216559903,3291,60,2.9566946182246276,0.0
492,32,M,1,Uneducated,Divorced,Unknown,Blue,36,4,0,4,6630.868778893527,787,5843.868778893527,1.1559257465524104,5834,91,0.0,0.3073193536359387
493,48,F,1,Unknown,Single,Less than $40K,Blue,21,3,1,3,6064.890621085266,1747,4317.890621085266,1.0022586415388124,3616,55,1.637680902957253,0.0
494,32,F,4,High School,Single,$40K - $60K,Blue,41,1,3,5,5456.868222323281,395,5061.868222323281,0.0,1831,30,0.7814742050368608,0.0
495,59,F,2,Graduate,Single,$120K +,Blue,29,3,6,2,12039.740333330104,2517,9522.740333330104,0.0,3423,44,1.4516250456883495,0.32700210803043633
496,46,M,2,Graduate,Married,Unknown,Blue,20,4,6,2,1438.3,698,740.3,0.20929391252761365,5826,85,0.0,0.0
497,34,M,2,Graduate,Single,$40K - $60K,Blue,30,3,0,3,5213.011133437085,1745,3468.011133437085,0.08591071056093169,1440,25,0.9245004390643947,0.0
498,47,F,1,Doctorate,Single,$80K - $120K,Blue,34,6,0,4,4860.810819605839,2128,2732.8108196058392,0.0,2170,21,0.2154116788762595,0.0
499,55,M,2,College,Single,Less than $40K,Blue,49,4,0,0,1707.346224491952,49,1658.346224491952,0.6338666551634494,4417,65,1.6280666441837726,0.0
500,57,M,0,Uneducated,Married,Less than $40K,Blue,56,4,4,5,4777.6463646609445,45,4732.6463646609445,0.0,8759,116,0.0,0.0
501,47,F,2,Unknown,Single,Less than $40K,Blue,37,2,1,5,6226.457838707196,241,5985.457838707196,0.7868963571949201,3345,53,2.212142989338336,0.6255494222534311
502,56,F,5,College,Married,$80K - $120K,Blue,35,2,6,3,13701.20760679213,336,13365.20760679213,1.0576170209826439,7721,100,1.3636127389076869,0.3340848353020309
503,60,M,0,Uneducated,Single,Less than $40K,Blue,38,3,1,2,10451.588495691372,318,10133.588495691372,1.903858162992128,4458,58,0.0,0.033188355134784575
504,51,F,3,Graduate,Single,$40K - $60K,Blue,28,2,5,2,7273.397301523444,0,7273.397301523444,0.906393959873108,3297,56,1.430514669011174,0.09055896260010435
505,46,M,3,Unknown,Single,Less than $40K,Blue,22,2,4,5,3176.5291202517756,626,2550.5291202517756,0.0,3199,58,0.0,0.2429571875040875
506,43,M,3,High School,Single,$120K +,Blue,32,2,1,6,11085.736893893485,1308,9777.736893893485,0.0,5398,104,1.9426285487103998,0.0749181181241248
507,40,F,3,Post-Graduate,Married,Less than $40K,Blue,23,3,4,5,1438.3,453,985.3,0.0,6371,98,0.8308822518110888,0.14305811325145776
508,51,F,1,High School,Single,Less than $40K,Blue,26,1,3,0,2201.84204590679,1658,543.8420459067902,0.5658251934364839,3136,41,0.5158803408898358,0.1860163179744036
509,49,M,4,Unknown,Married,Less than $40K,Blue,53,4,3,2,12269.955150134567,2000,10269.955150134567,1.498230439086913,3101,49,0.0,0.1237924209966977
510,47,M,3,Graduate,Married,Less than $40K,Blue,44,6,3,4,1438.3,1542,3.0,0.0,3613,36,0.9963401936125564,0.3792947592545791
511,28,M,2,Unknown,Single,$40K - $60K,Blue,21,2,2,2,18222.18820587131,2240,15982.188205871309,1.6905412955193224,1571,35,0.0,0.2522090355289708
512,26,M,3,High School,Married,$80K - $120K,Blue,13,2,3,6,3013.774077734658,500,2513.774077734658,1.1862422427405694,8156,109,1.6553331709204469,0.0
513,63,F,1,Graduate,Divorced,Unknown,Blue,42,4,4,2,17567.117611268204,1529,16038.117611268204,1.1017562415426783,3337,51,0.012584444721210453,0.999
514,63,F,3,College,Married,$80K - $120K,Blue,50,3,5,3,7798.074182595522,933,6865.074182595522,1.5311914704314038,3233,47,1.4836476776809104,0.4497077217521363
515,42,F,2,Unknown,Married,$40K - $60K,Blue,31,2,4,1,3786.4165463396776,1037,2749.4165463396776,1.0947813677041927,871,10,2.1170171078823543,0.37433905621787433
516,47,F,0,Graduate,Married,Less than $40K,Blue,45,5,2,3,1438.3,313,1125.3,1.3589125780450109,7386,88,0.0,0.6476888588785394
517,47,F,1,Graduate,Single,$120K +,Blue,41,3,6,4,4966.318175772847,430,4536.318175772847,1.6805589437321908,6454,90,0.880874329262884,0.35760163870818007
518,33,M,0,Unknown,Married,Less than $40K,Blue,33,6,5,1,10675.75781340983,0,10675.75781340983,2.333268025646672,510,10,0.8926730044878313,0.5023609348005061
519,33,M,3,High School,Single,$40K - $60K,Blue,35,3,4,4,12002.816835550302,446,11556.816835550302,0.028600712088984404,553,10,0.0,0.28179798866058037
520,40,F,3,Graduate,Married,$80K - $120K,Blue,30,4,2,5,16774.640309799106,214,16560.640309799106,1.184957982292317,4950,52,0.9983675787670808,0.0
521,39,M,4,High School,Married,$40K - $60K,Blue,43,2,5,0,3927.970577469916,423,3504.970577469916,0.7732180352428111,5986,78,1.7299316649927787,0.46153963226610983
522,34,F,3,Unknown,Married,Less than $40K,Blue,30,2,3,3,20064.913564500715,775,19289.913564500715,0.0,643,10,2.4084964301515406,0.0
523,43,M,0,Unknown,Married,$60K - $80K,Blue,48,3,3,6,5272.483685484463,711,4561.483685484463,0.48836741119719085,5452,81,3.286233672198115,0.19359950146950206
524,53,F,2,Graduate,Married,Less than $40K,Blue,29,1,5,2,8116.084379339314,655,7461.084379339314,0.0,2610,32,0.0,0.055688112314131955
525,40,F,1,Doctorate,Married,$60K - $80K,Blue,38,1,3,5,1438.3,2517,3.0,3.0784696606671487,4063,50,0.3074482836168588,0.0
526,44,M,3,Uneducated,Single,Less than $40K,Silver,35,2,5,5,3474.2904016131324,0,3474.2904016131324,0.947688648553501,1688,19,1.45531347352619,0.0
527,61,M,2,Unknown,Single,Less than $40K,Blue,38,5,3,2,1438.3,641,797.3,0.0,4417,75,0.0,0.0
528,43,M,0,High School,Unknown,Less than $40K,Blue,46,3,0,2,7878.930035667096,0,7878.930035667096,0.4100812162918036,3591,47,1.4975973502698823,0.16809498476719933
529,52,F,2,Unknown,Single,Less than $40K,Blue,32,6,2,3,2891.9904733913236,2177,714.9904733913236,0.06374910193786865,4328,71,0.0,0.0
530,50,F,5,Uneducated,Married,Less than $40K,Blue,39,5,2,2,1858.1636019234884,48,1810.1636019234884,0.0,8521,118,0.7419195442968818,0.0
531,45,M,2,Post-Graduate,Married,$40K - $60K,Blue,55,2,3,0,2256.6801030435245,173,2083.6801030435245,0.09459237973675483,7171,97,1.6098063042236146,0.06946694981623357
532,41,M,1,Graduate,Unknown,$40K - $60K,Blue,34,2,6,6,5698.529775862487,0,5698.529775862487,0.48113592757995954,4956,63,0.8039676909146685,0.0
533,45,M,2,High School,Single,Unknown,Blue,30,4,3,0,1438.3,631,807.3,1.0364216737738907,5786,63,0.32705695767909426,0.6150409370290657
534,38,F,0,College,Married,Less than $40K,Blue,36,3,0,6,4197.976864836783,0,4197.976864836783,0.0,4039,60,0.0,0.0
535,39,M,1,Graduate,Married,$120K +,Blue,36,4,2,3,1438.3,1216,222.29999999999995,1.2033303560532413,6039,84,0.33545330904820775,0.1601713166588597
536,41,M,5,Uneducated,Married,Less than $40K,Silver,26,2,1,6,9299.104273162056,2517,6782.104273162056,0.7814221368779648,5953,82,0.99106146638181,0.0
537,39,F,4,Post-Graduate,Married,Unknown,Blue,26,4,0,0,15340.99151185877,2199,13141.99151185877,0.0,6619,90,0.0,0.0
538,48,F,1,Graduate,Married,Less than $40K,Silver,34,4,0,4,9264.682175793976,0,9264.682175793976,0.0,1827,29,0.17546524433815158,0.0
539,37,F,0,High School,Married,Less than $40K,Blue,46,3,6,3,9377.247917876142,0,9377.247917876142,1.223945675785239,559,10,2.7209695609341487,0.0
540,66,F,4,Graduate,Unknown,Less than $40K,Blue,18,4,5,4,1679.7740697082681,1479,200.77406970826814,0.0,5356,106,0.3495672101741928,0.3353217930301776
541,51,M,1,Uneducated,Married,$40K - $60K,Blue,34,3,2,4,8545.038113351096,772,7773.038113351096,0.7777782214962576,3540,42,2.3881997604291416,0.474621183083547
542,52,F,1,Graduate,Single,$40K - $60K,Blue,34,1,4,6,12123.584278412916,1515,10608.584278412916,1.0157964052549364,2171,22,0.3439576204035482,0.28647748977777804
543,42,F,3,Graduate,Divorced,$40K - $60K,Blue,39,4,0,2,17252.548177305933,0,17252.548177305933,0.07379036119757154,4823,81,0.0,0.0
544,33,M,3,High School,Single,$40K - $60K,Blue,29,5,0,3,15469.83588781685,1166,14303.83588781685,0.0,6258,91,1.2869046474077543,0.7076294166261189
545,49,F,0,Graduate,Single,Less than $40K,Blue,39,4,2,3,19192.598655635855,2517,16675.598655635855,0.0,8355,118,1.72200107515311,0.0
546,36,M,0,Graduate,Married,Less than $40K,Blue,27,3,0,2,1569.5312616549654,595,974.5312616549654,0.6396935007201939,2289,29,0.3461085950459042,0.1538989333524164
547,42,M,1,Uneducated,Single,Less than $40K,Blue,38,4,0,4,3182.1456521437794,2517,665.1456521437794,2.1600543968281007,618,10,3.077553607978898,0.12221288631033969
548,31,M,1,Graduate,Married,Less than $40K,Blue,46,2,2,1,16116.659473287931,1495,14621.659473287931,0.0,1431,29,1.0174116589132767,0.035364661054093624
549,47,F,3,Graduate,Single,$40K - $60K,Blue,46,6,0,3,1438.3,1669,3.0,0.9056865423810484,3636,44,1.7664543354695303,0.26960063890712654
550,54,M,1,High School,Married,$40K - $60K,Blue,30,4,1,1,3118.4050273998964,732,2386.4050273998964,1.4164286703480014,621,10,1.5607043419422824,0.3821915189557663
551,47,M,0,Unknown,Single,$80K - $120K,Blue,37,3,4,3,25300.69623415852,180,25120.69623415852,0.0,9412,98,0.0,0.4439223593258744
552,40,F,5,College,Married,$120K +,Blue,38,6,2,3,11358.619614619829,1098,10260.619614619829,0.0,2658,32,0.7427429772117222,0.006274526075354059
553,45,M,2,Graduate,Unknown,Unknown,Gold,36,2,1,1,8861.059545439512,0,8861.059545439512,0.0,1903,34,0.0028013537757201057,0.0
554,49,M,3,Doctorate,Divorced,Less than $40K,Blue,33,3,2,4,11088.866313242346,1591,9497.866313242346,0.9444223587013629,3182,41,1.73524498442191,0.20617958451112853
555,46,F,0,Graduate,Divorced,$60K - $80K,Blue,42,3,3,4,1438.3,988,450.29999999999995,0.30474300226425677,1739,33,0.7179484943616274,0.6994878815268343
556,55,F,4,Uneducated,Married,Unknown,Blue,42,5,4,3,3259.4483280629765,0,3259.4483280629765,2.8107491652992556,583,10,1.1826868227988603,0.0
557,47,M,2,Unknown,Married,$40K - $60K,Silver,33,4,5,3,5056.701936061401,492,4564.701936061401,0.0,3263,60,0.5007796841531106,0.0
